ban1_1,ban1_2,ban1_3,ban1_4,ban1_5,ban2_1,ban2_2,ban2_3,ban2_4,ban2_5,date,enemy,patch,pick1_ad,pick1_jungle,pick1_mid,pick1_support,pick1_top,pick2_ad,pick2_jungle,pick2_mid,pick2_support,pick2_top,player_ad,player_jungle,player_mid,player_support,player_top,result,side,tournament,tournament_type
Udyr,Senna,Jax,Renata Glasc,Sejuani,Varus,Corki,Vi,Lucian,Xayah,2024-01-26,KT Rolster,14.1,Draven,Lee Sin,Azir,Nautilus,Rumble,Kalista,Viego,Taliyah,Alistar,K'Sante,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2024 Spring,Domestic
K'Sante,Aphelios,Udyr,Neeko,Jax,Ashe,Renata Glasc,Orianna,Poppy,Rell,2024-01-19,Kwangdong Freecs,14.1,Lucian,Jarvan IV,Corki,Nami,Ornn,Varus,Vi,LeBlanc,Milio,Rumble,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2024 Spring,Domestic
K'Sante,Aphelios,Udyr,Jax,Azir,Ashe,Renata Glasc,Vi,Rumble,Nocturne,2024-01-19,Kwangdong Freecs,14.1,Lucian,Rell,Orianna,Milio,Yone,Varus,Sejuani,Hwei,Lulu,Aatrox,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2024 Spring,Domestic
Vi,Corki,Lucian,Sejuani,Nocturne,Ashe,Renata Glasc,Orianna,Lee Sin,Poppy,2024-01-17,Gen.G,14.1,Jhin,Bel'Veth,Azir,Bard,Kennen,Varus,Maokai,Yone,Rakan,Udyr,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2024 Spring,Domestic
Vi,Corki,Lucian,Brand,Taliyah,Ashe,Renata Glasc,Orianna,Milio,Bard,2024-01-17,Gen.G,14.1,Nilah,Lee Sin,Azir,Senna,Udyr,Varus,Maokai,Tristana,Rakan,K'Sante,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2024 Spring,Domestic
Udyr,Rumble,Vi,Sejuani,Poppy,Ashe,Renata Glasc,Orianna,Nocturne,Lee Sin,2024-01-17,Gen.G,14.1,Lucian,Jarvan IV,Neeko,Milio,Gwen,Aphelios,Rell,Corki,Lulu,K'Sante,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2024 Spring,Domestic
Neeko,Xayah,Orianna,Nautilus,Rell,Renata Glasc,Caitlyn,Jarvan IV,Braum,Ashe,2023-12-09,G2 Esports,13.24,Varus,Lee Sin,Akali,Bard,Rumble,Draven,Bel'Veth,Sylas,Amumu,Yone,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,Red Bull League of Its Own 2023,International
Varus,Orianna,Neeko,Caitlyn,Garen,Ashe,Kalista,Rumble,Jax,Jayce,2023-12-09,Team Heretics,13.24,Xayah,Wukong,Akali,Rakan,Lucian,Yasuo,Lee Sin,LeBlanc,Bard,Gnar,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,Red Bull League of Its Own 2023,International
Rumble,Neeko,Varus,Poppy,Gnar,Orianna,Kalista,Teemo,Ashe,Briar,2023-12-09,Karmine Corp,13.24,Cho'Gath,Lee Sin,Yone,Caitlyn,Volibear,Nilah,Taric,Ryze,Senna,Olaf,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,Red Bull League of Its Own 2023,International
Varus,Orianna,Neeko,Twitch,Fiddlesticks,Kalista,Caitlyn,Lee Sin,Jax,Renekton,2023-12-09,No Need Orga,13.24,Jhin,Zac,Azir,Zyra,Vayne,Ezreal,Brand,Zed,Bard,Camille,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,Red Bull League of Its Own 2023,International
Orianna,Rumble,Garen,Jax,Nautilus,Senna,Kalista,Nocturne,Ashe,Yasuo,2023-12-09,Berlin International Gaming,13.24,Draven,Briar,Neeko,Pyke,Akshan,Varus,Viego,Syndra,Braum,Poppy,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,Red Bull League of Its Own 2023,International
Neeko,Rumble,Orianna,Poppy,K'Sante,Jarvan IV,Ashe,Renata Glasc,Wukong,Jayce,2023-11-19,Weibo Gaming,13.19,Xayah,Lee Sin,Akali,Rakan,Aatrox,Varus,Bel'Veth,Azir,Bard,Kennen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,Worlds 2023 Main Event,International
Neeko,Orianna,Rumble,Jayce,K'Sante,Azir,Jarvan IV,Ashe,Poppy,Yone,2023-11-19,Weibo Gaming,13.19,Draven,Nocturne,Sylas,Renata Glasc,Gwen,Kalista,Maokai,Ahri,Senna,Aatrox,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,Worlds 2023 Main Event,International
Neeko,Orianna,Rumble,Ashe,Varus,Jarvan IV,Azir,Sylas,Sejuani,Rell,2023-11-19,Weibo Gaming,13.19,Kalista,Lee Sin,Ahri,Renata Glasc,Yone,Senna,Maokai,Jayce,Tahm Kench,Aatrox,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,Worlds 2023 Main Event,International
Rakan,Neeko,Kalista,Kai'Sa,Xayah,Rumble,Poppy,Rell,Ashe,Renata Glasc,2023-11-12,JD Gaming,13.19,Varus,Jarvan IV,Azir,Bard,Yone,Zeri,Bel'Veth,Orianna,Lulu,Aatrox,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,Worlds 2023 Main Event,International
Rakan,Neeko,Jarvan IV,Akali,K'Sante,Rumble,Orianna,Poppy,Pyke,Bard,2023-11-12,JD Gaming,13.19,Kalista,Rell,Azir,Renata Glasc,Aatrox,Varus,Wukong,Taliyah,Ashe,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,Worlds 2023 Main Event,International
Rakan,Neeko,Jarvan IV,Nautilus,Blitzcrank,Rumble,Poppy,Akali,Gwen,Rell,2023-11-12,JD Gaming,13.19,Caitlyn,Maokai,Azir,Ashe,Aatrox,Kalista,Vi,Orianna,Senna,K'Sante,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,Worlds 2023 Main Event,International
Rakan,Neeko,Jarvan IV,Nautilus,Renata Glasc,Ashe,Poppy,Kalista,Senna,Caitlyn,2023-11-12,JD Gaming,13.19,Jhin,Rell,Orianna,Bard,Aatrox,Xayah,Vi,Akali,Alistar,Rumble,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,Worlds 2023 Main Event,International
Xayah,Neeko,Maokai,Caitlyn,Kai'Sa,Rumble,Jarvan IV,Rell,Kalista,Gnar,2023-11-05,LNG Esports,13.19,Varus,Poppy,Azir,Renata Glasc,Jayce,Aphelios,Sejuani,Orianna,Milio,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,Worlds 2023 Main Event,International
Xayah,Neeko,Orianna,Kai'Sa,Nautilus,Rumble,Jarvan IV,Azir,Caitlyn,Renata Glasc,2023-11-05,LNG Esports,13.19,Varus,Rell,Sylas,Ashe,Aatrox,Aphelios,Maokai,Jayce,Rakan,Gwen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,Worlds 2023 Main Event,International
Xayah,Neeko,Jax,Nautilus,Alistar,Caitlyn,Renata Glasc,Rumble,Aphelios,Rakan,2023-11-05,LNG Esports,13.19,Nilah,Rell,Orianna,Senna,Aatrox,Kai'Sa,Jarvan IV,Azir,Blitzcrank,Gwen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,Worlds 2023 Main Event,International
Maokai,Rakan,Neeko,Blitzcrank,Sejuani,Renata Glasc,Azir,Rumble,Caitlyn,Kai'Sa,2023-10-28,Bilibili Gaming,13.19,Jinx,Jarvan IV,Orianna,Tahm Kench,Gragas,Xayah,Vi,Syndra,Alistar,Jax,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,Worlds 2023 Main Event,International
Maokai,Neeko,Jax,Rakan,Sejuani,Rumble,Xayah,Renata Glasc,Alistar,Caitlyn,2023-10-28,Bilibili Gaming,13.19,Senna,Jarvan IV,Azir,Tahm Kench,Gnar,Kai'Sa,Nidalee,Orianna,Rell,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,Worlds 2023 Main Event,International
Taliyah,Maokai,Poppy,K'Sante,Rell,Caitlyn,Renata Glasc,Azir,Nautilus,Alistar,2023-10-22,Cloud9,13.19,Xayah,Jarvan IV,Sylas,Bard,Rumble,Zeri,Bel'Veth,Orianna,Rakan,Jax,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,Worlds 2023 Main Event,International
Maokai,Vi,Poppy,Azir,Sylas,Caitlyn,Renata Glasc,Kalista,Jax,Lee Sin,2023-10-20,Gen.G,13.19,Kai'Sa,Jarvan IV,Orianna,Alistar,Aatrox,Xayah,Kha'Zix,Akali,Rakan,Rumble,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,Worlds 2023 Main Event,International
Ziggs,Neeko,Kalista,Kennen,Blitzcrank,Caitlyn,Poppy,Azir,Jarvan IV,Gnar,2023-10-19,Team Liquid,13.19,Ashe,Sejuani,Orianna,Renata Glasc,Jayce,Aphelios,Lee Sin,Syndra,Rell,K'Sante,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,Worlds 2023 Main Event,International
Alistar,Tristana,Zeri,Sylas,Yone,Xayah,Neeko,Azir,Aatrox,LeBlanc,2023-08-20,Gen.G,13.14,Draven,Sejuani,Taliyah,Nautilus,Gnar,Nilah,Maokai,K'Sante,Rakan,Jax,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2023 Summer Playoffs,Domestic
Tristana,Alistar,Nautilus,Taliyah,Jax,Xayah,Neeko,Azir,Jayce,Gragas,2023-08-20,Gen.G,13.14,Aphelios,Maokai,Ahri,Lulu,K'Sante,Zeri,Sejuani,Sylas,Blitzcrank,Aatrox,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2023 Summer Playoffs,Domestic
Alistar,Tristana,Yone,Jax,Ahri,Xayah,Neeko,Azir,Lulu,Nautilus,2023-08-20,Gen.G,13.14,Lucian,Maokai,Jayce,Nami,Aatrox,Zeri,Sejuani,Taliyah,Rakan,Camille,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2023 Summer Playoffs,Domestic
Alistar,Rell,Tristana,Ahri,Jax,Maokai,Azir,Sejuani,Nautilus,Aatrox,2023-08-19,KT Rolster,13.14,Xayah,Nocturne,Neeko,Lulu,Gnar,Zeri,Poppy,Veigar,Rakan,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2023 Summer Playoffs,Domestic
Alistar,Nautilus,Tristana,Taliyah,Aatrox,Maokai,Azir,Sejuani,Nocturne,Lee Sin,2023-08-19,KT Rolster,13.14,Zeri,Poppy,Neeko,Lulu,Gragas,Xayah,Rell,Ahri,Rakan,Ryze,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2023 Summer Playoffs,Domestic
Alistar,Nautilus,Neeko,Kai'Sa,Xayah,Maokai,Sejuani,Azir,Poppy,Ahri,2023-08-19,KT Rolster,13.14,Aphelios,Kha'Zix,Cassiopeia,Lulu,Aatrox,Zeri,Rell,Tristana,Rakan,K'Sante,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2023 Summer Playoffs,Domestic
Alistar,Nautilus,Neeko,Taliyah,Xerath,Poppy,Maokai,Lucian,Nilah,Rell,2023-08-19,KT Rolster,13.14,Xayah,Sejuani,Azir,Lulu,Aatrox,Zeri,Viego,Annie,Rakan,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2023 Summer Playoffs,Domestic
Alistar,Nautilus,Blitzcrank,Leona,Amumu,Rakan,Rell,Xayah,Lucian,Thresh,2023-08-19,KT Rolster,13.14,Zeri,Maokai,Azir,Lulu,Aatrox,Kai'Sa,Sejuani,Xerath,Singed,K'Sante,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2023 Summer Playoffs,Domestic
Tristana,Sejuani,Zeri,Taliyah,Gangplank,Aatrox,Xayah,Corki,Rumble,Rakan,2023-08-12,Gen.G,13.14,Kai'Sa,Poppy,Azir,Rell,Jax,Aphelios,Maokai,Yone,Alistar,K'Sante,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2023 Summer Playoffs,Domestic
Tristana,Kai'Sa,Gragas,Taliyah,K'Sante,Aatrox,Xayah,Poppy,Lulu,Draven,2023-08-12,Gen.G,13.14,Vayne,Sejuani,Azir,Braum,Jax,Zeri,Maokai,Yone,Alistar,Gangplank,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2023 Summer Playoffs,Domestic
Tristana,Jax,Rumble,Lulu,Kai'Sa,Aatrox,Nocturne,Poppy,Alistar,K'Sante,2023-08-12,Gen.G,13.14,Xayah,Sejuani,Corki,Rakan,Gnar,Zeri,Maokai,Azir,Rell,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2023 Summer Playoffs,Domestic
Tristana,Poppy,Maokai,Kai'Sa,Lulu,Aatrox,Nocturne,Sejuani,Viego,Nautilus,2023-08-12,Gen.G,13.14,Xayah,Kha'Zix,Azir,Alistar,Gragas,Zeri,Vi,Ahri,Rakan,Jax,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2023 Summer Playoffs,Domestic
Tristana,Jayce,Maokai,Kai'Sa,Zeri,Nocturne,Aatrox,Poppy,Gragas,Braum,2023-08-12,Gen.G,13.14,Xayah,Rell,Azir,Alistar,Ornn,Aphelios,Sejuani,Taliyah,Lulu,Jax,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2023 Summer Playoffs,Domestic
Alistar,Zeri,Nautilus,Lulu,Rakan,Nocturne,Xayah,Annie,Rumble,Aatrox,2023-08-10,KT Rolster,13.14,Kai'Sa,Sejuani,Azir,Rell,Jax,Draven,Maokai,Tristana,Leona,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2023 Summer Playoffs,Domestic
Zeri,Kai'Sa,Xayah,Jax,K'Sante,Poppy,Nocturne,Maokai,Draven,Vi,2023-08-10,KT Rolster,13.14,Samira,Viego,Neeko,Alistar,Aatrox,Varus,Rell,Tristana,Nautilus,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2023 Summer Playoffs,Domestic
Zeri,Kai'Sa,Nautilus,Leona,Rakan,Xayah,Poppy,Aatrox,Sivir,Tristana,2023-08-10,KT Rolster,13.14,Lucian,Maokai,Azir,Alistar,K'Sante,Ezreal,Nocturne,Neeko,Galio,Jax,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2023 Summer Playoffs,Domestic
Alistar,Rell,Zeri,Rakan,Ezreal,Xayah,Poppy,Kai'Sa,Aatrox,Gnar,2023-08-10,KT Rolster,13.14,Draven,Nocturne,Neeko,Nautilus,Rumble,Varus,Sejuani,Azir,Leona,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2023 Summer Playoffs,Domestic
Alistar,Neeko,Kai'Sa,Renekton,Lulu,Poppy,Aatrox,Xayah,Nilah,Draven,2023-08-10,KT Rolster,13.14,Sivir,Sejuani,Azir,Rakan,Jax,Zeri,Rell,Tristana,Nautilus,Gragas,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2023 Summer Playoffs,Domestic
Tristana,LeBlanc,Neeko,Jax,Azir,Poppy,Vi,Nocturne,Maokai,Ahri,2023-08-09,Dplus KIA,13.14,Xayah,Rell,Annie,Rakan,Aatrox,Aphelios,Sejuani,Jayce,Lulu,K'Sante,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2023 Summer Playoffs,Domestic
Tristana,LeBlanc,Sejuani,Sivir,Zeri,Kai'Sa,Neeko,Vi,Alistar,Xerath,2023-08-09,Dplus KIA,13.14,Xayah,Poppy,Corki,Maokai,Aatrox,Varus,Rell,Azir,Rakan,K'Sante,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2023 Summer Playoffs,Domestic
Tristana,LeBlanc,Neeko,Yone,Jax,Poppy,Vi,Nocturne,Alistar,Rell,2023-08-09,Dplus KIA,13.14,Xayah,Maokai,Jayce,Braum,Renekton,Kai'Sa,Sejuani,Azir,Rakan,K'Sante,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2023 Summer Playoffs,Domestic
Tristana,LeBlanc,Neeko,Yone,Jax,Poppy,Vi,Nocturne,Rell,Gnar,2023-08-09,Dplus KIA,13.14,Xayah,Maokai,Jayce,Alistar,Aatrox,Kai'Sa,Sejuani,Azir,Rakan,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2023 Summer Playoffs,Domestic
LeBlanc,Rell,Yone,Kai'Sa,Zeri,Poppy,Aatrox,Neeko,Jayce,Tristana,2023-08-04,Liiv SANDBOX,13.14,Xayah,Lee Sin,Xerath,Rakan,Maokai,Ezreal,Sejuani,Azir,Leona,Jax,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2023 Summer,Domestic
LeBlanc,Maokai,Jax,Alistar,Azir,Poppy,Aatrox,Xayah,Gwen,Renekton,2023-08-04,Liiv SANDBOX,13.14,Zeri,Sejuani,Tristana,Rakan,Gnar,Kai'Sa,Nocturne,Ahri,Rell,K'Sante,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2023 Summer,Domestic
LeBlanc,Jax,Yone,Rell,Alistar,Poppy,Aatrox,Neeko,Rakan,Nautilus,2023-08-04,Liiv SANDBOX,13.14,Xayah,Maokai,Azir,Braum,K'Sante,Kai'Sa,Sejuani,Tristana,Leona,Gwen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2023 Summer,Domestic
K'Sante,LeBlanc,Sejuani,Rakan,Viego,Vi,Rumble,Neeko,Nautilus,Draven,2023-08-02,Kwangdong Freecs,13.14,Kai'Sa,Maokai,Jayce,Alistar,Aatrox,Zeri,Rell,Xerath,Braum,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2023 Summer,Domestic
K'Sante,LeBlanc,Sejuani,Tristana,Azir,Vi,Rumble,Neeko,Braum,Xayah,2023-08-02,Kwangdong Freecs,13.14,Zeri,Maokai,Jayce,Rakan,Aatrox,Kai'Sa,Rell,Xerath,Nautilus,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2023 Summer,Domestic
Jax,Azir,Neeko,Zeri,Jayce,LeBlanc,Rell,Vi,Poppy,Maokai,2023-07-29,KT Rolster,13.13,Kai'Sa,Lillia,Tristana,Nautilus,K'Sante,Vayne,Sejuani,Annie,Alistar,Renekton,Gumayusi,Oner,Poby,Keria,Zeus,Loss,Blue,LCK 2023 Summer,Domestic
Kai'Sa,Jax,Azir,K'Sante,Samira,LeBlanc,Vi,Poppy,Xayah,Alistar,2023-07-29,KT Rolster,13.13,Varus,Maokai,Jayce,Braum,Rumble,Zeri,Rell,Neeko,Nautilus,Renekton,Gumayusi,Oner,Poby,Keria,Zeus,Loss,Red,LCK 2023 Summer,Domestic
Jax,Tristana,Varus,Yone,Rakan,Kai'Sa,LeBlanc,Poppy,Aphelios,Draven,2023-07-27,DRX,13.13,Zeri,Vi,Azir,Alistar,Rumble,Xayah,Maokai,Jayce,Rell,K'Sante,Gumayusi,Oner,Poby,Keria,Zeus,Loss,Blue,LCK 2023 Summer,Domestic
Jax,Rell,Rumble,Rakan,Heimerdinger,Vi,Poppy,Kai'Sa,Samira,Nautilus,2023-07-27,DRX,13.13,Ezreal,Maokai,Azir,Leona,Renekton,Varus,Sejuani,Tristana,Braum,K'Sante,Gumayusi,Oner,Poby,Keria,Zeus,Loss,Blue,LCK 2023 Summer,Domestic
Jax,Poppy,Maokai,Yone,Rakan,Rumble,Vi,LeBlanc,K'Sante,Nocturne,2023-07-27,DRX,13.13,Kai'Sa,Rell,Azir,Nautilus,Gnar,Xayah,Sejuani,Ahri,Alistar,Renekton,Gumayusi,Oner,Poby,Keria,Zeus,Win,Blue,LCK 2023 Summer,Domestic
Tristana,LeBlanc,Neeko,Skarner,Sejuani,Rumble,Vi,Annie,Nautilus,Rell,2023-07-23,OKSavingsBank BRION,13.12,Kai'Sa,Maokai,Jayce,Blitzcrank,Gangplank,Xayah,Poppy,Azir,Rakan,K'Sante,Gumayusi,Oner,Poby,Keria,Zeus,Loss,Red,LCK 2023 Summer,Domestic
Tristana,Poppy,Azir,Milio,Rakan,Rumble,Annie,Neeko,Jax,Nautilus,2023-07-23,OKSavingsBank BRION,13.12,Kai'Sa,Vi,LeBlanc,Rell,Ornn,Aphelios,Maokai,Jayce,Alistar,Renekton,Gumayusi,Oner,Poby,Keria,Zeus,Win,Blue,LCK 2023 Summer,Domestic
Tristana,Poppy,Kai'Sa,Milio,Blitzcrank,Rumble,Annie,Neeko,Xayah,Draven,2023-07-23,OKSavingsBank BRION,13.12,Jinx,Sejuani,LeBlanc,Thresh,Jax,Aphelios,Skarner,Azir,Rakan,Gragas,Gumayusi,Oner,Poby,Keria,Zeus,Loss,Blue,LCK 2023 Summer,Domestic
Maokai,Sejuani,Rumble,Viego,Poppy,Annie,Neeko,LeBlanc,Nautilus,Rell,2023-07-21,Hanwha Life Esports,13.12,Kai'Sa,Vi,Ahri,Galio,Jax,Xayah,Wukong,Azir,Rakan,Renekton,Gumayusi,Oner,Poby,Keria,Zeus,Loss,Blue,LCK 2023 Summer,Domestic
Maokai,Sejuani,LeBlanc,Blitzcrank,Nautilus,Annie,Vi,Neeko,Samira,Xayah,2023-07-21,Hanwha Life Esports,13.12,Aphelios,Poppy,Azir,Rell,Renekton,Kai'Sa,Viego,Yone,Rakan,Rumble,Gumayusi,Oner,Poby,Keria,Zeus,Loss,Red,LCK 2023 Summer,Domestic
Tristana,Rumble,Poppy,Akali,Sylas,Neeko,Annie,LeBlanc,Jax,Gangplank,2023-07-16,Dplus KIA,13.12,Xayah,Lee Sin,Azir,Rakan,Ornn,Kai'Sa,Sejuani,Yone,Rell,Renekton,Gumayusi,Oner,Poby,Keria,Zeus,Loss,Blue,LCK 2023 Summer,Domestic
Tristana,LeBlanc,Jayce,Nautilus,Rell,Poppy,Sejuani,Azir,Gangplank,Gnar,2023-07-16,Dplus KIA,13.12,Kai'Sa,Viego,Annie,Rakan,Rumble,Aphelios,Lee Sin,Neeko,Milio,Renekton,Gumayusi,Oner,Poby,Keria,Zeus,Loss,Red,LCK 2023 Summer,Domestic
Poppy,LeBlanc,Tristana,Ahri,Renekton,Viego,Neeko,Annie,Rumble,Sejuani,2023-07-14,Nongshim RedForce,13.12,Xayah,Nocturne,Azir,Rakan,Ornn,Kai'Sa,Vi,Veigar,Nautilus,Trundle,Gumayusi,Oner,Poby,Keria,Zeus,Win,Blue,LCK 2023 Summer,Domestic
Poppy,LeBlanc,Tristana,Nautilus,Renekton,Viego,Neeko,Gnar,Rakan,Quinn,2023-07-14,Nongshim RedForce,13.12,Xayah,Vi,Annie,Alistar,Rumble,Kai'Sa,Sejuani,Azir,Rell,K'Sante,Gumayusi,Oner,Poby,Keria,Zeus,Win,Blue,LCK 2023 Summer,Domestic
Tristana,LeBlanc,Neeko,Nocturne,Renekton,Viego,Sejuani,Poppy,Rell,Gragas,2023-07-08,Gen.G,13.12,Kai'Sa,Vi,Azir,Nautilus,Gnar,Xayah,Kha'Zix,Annie,Rakan,Jax,Gumayusi,Oner,Poby,Keria,Zeus,Loss,Red,LCK 2023 Summer,Domestic
Tristana,Poppy,Annie,Nautilus,Rell,Viego,Sejuani,Milio,Alistar,Braum,2023-07-08,Gen.G,13.12,Xayah,Lee Sin,LeBlanc,Renata Glasc,K'Sante,Kai'Sa,Vi,Neeko,Rakan,Renekton,Gumayusi,Oner,Poby,Keria,Zeus,Loss,Blue,LCK 2023 Summer,Domestic
Sejuani,Tristana,Maokai,Alistar,Rakan,Vi,Viego,Poppy,Kha'Zix,Lee Sin,2023-07-05,DRX,13.12,Draven,Wukong,Annie,Rell,Gragas,Varus,Nocturne,LeBlanc,Heimerdinger,Jax,Gumayusi,Oner,Poby,Keria,Zeus,Loss,Blue,LCK 2023 Summer,Domestic
Tristana,LeBlanc,Neeko,Ashe,Draven,Vi,Viego,Poppy,Milio,Varus,2023-07-05,DRX,13.12,Kai'Sa,Maokai,Jayce,Alistar,Renekton,Xayah,Sejuani,Azir,Rell,Jax,Gumayusi,Oner,Poby,Keria,Zeus,Loss,Red,LCK 2023 Summer,Domestic
Tristana,K'Sante,Poppy,Wukong,Nocturne,Viego,LeBlanc,Kai'Sa,Milio,Nautilus,2023-07-02,Nongshim RedForce,13.12,Draven,Vi,Annie,Rell,Gnar,Xayah,Sejuani,Neeko,Rakan,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2023 Summer,Domestic
K'Sante,Milio,Tristana,Nilah,Alistar,Viego,LeBlanc,Neeko,Vi,Nocturne,2023-07-02,Nongshim RedForce,13.12,Kai'Sa,Sejuani,Annie,Rell,Gnar,Xayah,Poppy,Azir,Rakan,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2023 Summer,Domestic
K'Sante,Milio,Vi,Varus,Rakan,Viego,Neeko,LeBlanc,Rell,Alistar,2023-07-02,Nongshim RedForce,13.12,Ashe,Ivern,Tristana,Braum,Sion,Nilah,Poppy,Azir,Nautilus,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2023 Summer,Domestic
Ivern,Tristana,Ashe,Gnar,Kennen,Milio,Annie,Poppy,Xayah,Aphelios,2023-06-30,Dplus KIA,13.12,Varus,Viego,LeBlanc,Alistar,K'Sante,Kai'Sa,Vi,Neeko,Rell,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2023 Summer,Domestic
Ivern,Tristana,Milio,Azir,Alistar,Vi,Neeko,LeBlanc,Xayah,Aphelios,2023-06-30,Dplus KIA,13.12,Samira,Viego,Annie,Rell,Renekton,Kai'Sa,Sejuani,Jayce,Rakan,Jax,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2023 Summer,Domestic
Sejuani,Vi,Neeko,Taliyah,LeBlanc,Milio,Yuumi,Annie,Nocturne,Poppy,2023-06-24,KT Rolster,13.11,Xayah,Kha'Zix,Azir,Rakan,K'Sante,Aphelios,Viego,Twisted Fate,Lulu,Malphite,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2023 Summer,Domestic
Sejuani,Vi,Azir,Rakan,Lulu,Milio,Yuumi,Poppy,Aphelios,Draven,2023-06-24,KT Rolster,13.11,Kai'Sa,Kindred,Neeko,Nautilus,Renekton,Zeri,Viego,Annie,Alistar,Gragas,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2023 Summer,Domestic
Neeko,LeBlanc,K'Sante,Yone,Taliyah,Kindred,Vi,Annie,Wukong,Renekton,2023-06-21,Kwangdong Freecs,13.11,Aphelios,Poppy,Azir,Milio,Gragas,Zeri,Sejuani,Tristana,Yuumi,Jax,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2023 Summer,Domestic
Neeko,LeBlanc,K'Sante,Taliyah,Yone,Kindred,Vi,Annie,Wukong,Viego,2023-06-21,Kwangdong Freecs,13.11,Aphelios,Poppy,Azir,Milio,Gragas,Zeri,Sejuani,Ezreal,Yuumi,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2023 Summer,Domestic
