ban1_1,ban1_2,ban1_3,ban1_4,ban1_5,ban2_1,ban2_2,ban2_3,ban2_4,ban2_5,date,enemy,patch,pick1_ad,pick1_jungle,pick1_mid,pick1_support,pick1_top,pick2_ad,pick2_jungle,pick2_mid,pick2_support,pick2_top,player_ad,player_jungle,player_mid,player_support,player_top,result,side,tournament,tournament_type
Kalista,Azir,Ezreal,Kai'Sa,Tristana,Nocturne,Xin Zhao,Thresh,Twisted Fate,Lee Sin,2021-07-09,Gen.G,11.13,Ziggs,Nidalee,Renekton,Leona,Jayce,Varus,Volibear,Akali,Nautilus,Viego,Gumayusi,Cuzz,Faker,Keria,Canna,Win,Blue,LCK 2021 Summer,Domestic
Kalista,Ezreal,Akali,Kai'Sa,Tristana,Xin Zhao,Nocturne,Thresh,Lissandra,Ryze,2021-07-09,Gen.G,11.13,Ziggs,Volibear,Twisted Fate,Leona,Jayce,Varus,Lee Sin,LeBlanc,Galio,Viego,Gumayusi,Cuzz,Faker,Keria,Canna,Win,Blue,LCK 2021 Summer,Domestic
Xin Zhao,Varus,Sett,Yuumi,Jayce,Ezreal,Lee Sin,Akali,Gwen,Azir,2021-07-03,Afreeca Freecs,11.12,Jinx,Rumble,Karma,Thresh,Viego,Aphelios,Diana,Renekton,Leona,Nocturne,Teddy,Cuzz,Faker,Keria,Canna,Loss,Blue,LCK 2021 Summer,Domestic
Xin Zhao,Rumble,Lee Sin,Kalista,Alistar,Ezreal,Akali,Lucian,Leona,Varus,2021-07-03,Afreeca Freecs,11.12,Jinx,Nidalee,Nocturne,Tahm Kench,Sett,Aphelios,Diana,Renekton,Thresh,Viego,Teddy,Cuzz,Faker,Keria,Canna,Loss,Red,LCK 2021 Summer,Domestic
Xin Zhao,Varus,Rumble,Nidalee,Gwen,Lee Sin,Nocturne,Akali,Azir,Lucian,2021-07-03,Afreeca Freecs,11.12,Ezreal,Olaf,Karma,Leona,Viego,Kalista,Hecarim,Sett,Gragas,Gnar,Teddy,Cuzz,Faker,Keria,Canna,Win,Blue,LCK 2021 Summer,Domestic
Ezreal,Lee Sin,Sett,Thresh,Jayce,Kalista,Nocturne,Akali,Gwen,Azir,2021-06-30,KT Rolster,11.12,Jhin,Xin Zhao,Karma,Leona,Wukong,Varus,Rumble,Lucian,Tahm Kench,Renekton,Teddy,Cuzz,Faker,Keria,Canna,Win,Red,LCK 2021 Summer,Domestic
Ezreal,Lee Sin,Xin Zhao,Thresh,Braum,Kalista,Akali,Nocturne,Renekton,Azir,2021-06-30,KT Rolster,11.12,Varus,Rumble,Twisted Fate,Tahm Kench,Lucian,Jinx,Diana,Sett,Rell,Jayce,Teddy,Cuzz,Faker,Keria,Canna,Loss,Red,LCK 2021 Summer,Domestic
Varus,Xin Zhao,Lee Sin,Tahm Kench,Nautilus,Kalista,Lucian,Sett,Renekton,Nocturne,2021-06-30,KT Rolster,11.12,Ezreal,Rumble,Twisted Fate,Karma,Jayce,Senna,Volibear,Akali,Lux,Viego,Teddy,Cuzz,Faker,Keria,Canna,Win,Blue,LCK 2021 Summer,Domestic
Xin Zhao,Akali,Ezreal,Thresh,Tahm Kench,Lee Sin,Karma,Lucian,Senna,Kalista,2021-06-27,DRX,11.12,Jhin,Diana,Nocturne,Leona,Sett,Varus,Nidalee,Renekton,Braum,Gwen,Teddy,Cuzz,Faker,Keria,Canna,Win,Red,LCK 2021 Summer,Domestic
Xin Zhao,Akali,Ezreal,Tahm Kench,Thresh,Lee Sin,Karma,Lucian,Kalista,Senna,2021-06-27,DRX,11.12,Jhin,Diana,Nocturne,Leona,Sett,Varus,Nidalee,Renekton,Braum,Gwen,Teddy,Cuzz,Faker,Keria,Canna,Win,Red,LCK 2021 Summer,Domestic
Varus,Akali,Lucian,Tristana,Karma,Kalista,Lee Sin,Ezreal,Senna,Tahm Kench,2021-06-24,Nongshim RedForce,11.12,Jinx,Rumble,Renekton,Thresh,Viego,Kai'Sa,Diana,Sett,Leona,Nocturne,Teddy,Cuzz,Faker,Keria,Canna,Loss,Blue,LCK 2021 Summer,Domestic
Akali,Renekton,Karma,Wukong,None,Kalista,Lee Sin,Ezreal,Diana,Volibear,2021-06-24,Nongshim RedForce,11.12,Senna,Gragas,Azir,Sett,Lucian,Varus,Rumble,Sylas,Tahm Kench,Nocturne,Teddy,Cuzz,Faker,Keria,Canna,Loss,Blue,LCK 2021 Summer,Domestic
Akali,Renekton,Lucian,Sett,Gnar,Kalista,Varus,Ezreal,Diana,Gragas,2021-06-20,Liiv SANDBOX,11.11,Senna,Volibear,Azir,Tahm Kench,Lee Sin,Jinx,Rumble,Jayce,Thresh,Wukong,Teddy,Cuzz,Faker,Keria,Canna,Loss,Blue,LCK 2021 Summer,Domestic
Lucian,Renekton,Akali,Leona,Alistar,Karma,Kalista,Varus,Tahm Kench,Azir,2021-06-20,Liiv SANDBOX,11.11,Senna,Diana,Lulu,Lee Sin,Jayce,Ezreal,Udyr,Sett,Gragas,Gnar,Teddy,Cuzz,Faker,Keria,Canna,Loss,Red,LCK 2021 Summer,Domestic
Lucian,Renekton,Kalista,Wukong,Thresh,Karma,Tahm Kench,Lee Sin,Rumble,Volibear,2021-06-17,Fredit BRION,11.11,Ezreal,Nidalee,Twisted Fate,Leona,Jayce,Varus,Udyr,Nocturne,Braum,Akali,Teddy,Cuzz,Faker,Keria,Canna,Win,Red,LCK 2021 Summer,Domestic
Gnar,Akali,Renekton,Leona,Wukong,Karma,Lee Sin,Gwen,Jayce,Udyr,2021-06-17,Fredit BRION,11.11,Senna,Volibear,Azir,Tahm Kench,Lucian,Varus,Diana,Nocturne,Thresh,Rumble,Teddy,Cuzz,Faker,Keria,Canna,Win,Blue,LCK 2021 Summer,Domestic
Renekton,Senna,Lucian,Lulu,Zoe,Gwen,Ezreal,Lee Sin,Twisted Fate,Gragas,2021-06-11,DWG KIA,11.11,Kalista,Rumble,Jayce,Leona,Sett,Kai'Sa,Xin Zhao,Karma,Rell,Akali,Teddy,Cuzz,Faker,Keria,Canna,Loss,Red,LCK 2021 Summer,Domestic
Senna,Tahm Kench,Renekton,Leona,Akali,Ezreal,Thresh,Lucian,Sett,Nautilus,2021-06-11,DWG KIA,11.11,Kalista,Sejuani,Lee Sin,Gragas,Gwen,Kai'Sa,Nocturne,Sylas,Alistar,Rumble,Teddy,Cuzz,Faker,Keria,Canna,Win,Blue,LCK 2021 Summer,Domestic
Renekton,Tahm Kench,Nidalee,Udyr,None,Gwen,Ezreal,Lee Sin,Azir,Leona,2021-06-11,DWG KIA,11.11,Kalista,Rumble,Akali,Gragas,Gnar,Senna,Diana,Lucian,Sett,Jayce,Teddy,Cuzz,Faker,Keria,Canna,Loss,Red,LCK 2021 Summer,Domestic
Renekton,Lulu,Karma,Neeko,Zilean,Kalista,Gwen,Lucian,Akali,Jayce,2021-06-09,Hanwha Life Esports,11.11,Senna,Diana,Lee Sin,Tahm Kench,Sett,Varus,Rumble,Zoe,Leona,Nocturne,Teddy,Cuzz,Faker,Keria,Canna,Win,Red,LCK 2021 Summer,Domestic
Karma,Tahm Kench,Renekton,Akali,Sett,Lucian,Kalista,Jayce,Rakan,Twisted Fate,2021-06-09,Hanwha Life Esports,11.11,Ezreal,Rumble,Nocturne,Leona,Gwen,Kog'Maw,Lee Sin,Volibear,Braum,Lulu,Teddy,Cuzz,Faker,Keria,Canna,Win,Blue,LCK 2021 Summer,Domestic
Sylas,Renekton,Jinx,Orianna,Sett,Seraphine,Gnar,Hecarim,Tahm Kench,Thresh,2021-04-04,Gen.G,11.6,Samira,Udyr,Zoe,Rell,Jayce,Kalista,Olaf,Syndra,Alistar,Sion,Teddy,Cuzz,Faker,Keria,Canna,Loss,Blue,LCK 2021 Spring Playoffs,Domestic
Jinx,Udyr,Hecarim,Sylas,Orianna,Gnar,Seraphine,Renekton,Camille,Aatrox,2021-04-04,Gen.G,11.6,Senna,Nidalee,Zoe,Tahm Kench,Jayce,Kalista,Graves,Syndra,Sett,Sion,Teddy,Cuzz,Faker,Keria,Canna,Loss,Red,LCK 2021 Spring Playoffs,Domestic
Sylas,Renekton,Kalista,Zilean,Sion,Seraphine,Gnar,Hecarim,Twisted Fate,Aatrox,2021-04-04,Gen.G,11.6,Aphelios,Olaf,Viktor,Thresh,Gragas,Jinx,Udyr,Orianna,Tahm Kench,Ornn,Teddy,Cuzz,Faker,Keria,Canna,Loss,Blue,LCK 2021 Spring Playoffs,Domestic
Udyr,Seraphine,Braum,Tristana,Xayah,Senna,Thresh,Twisted Fate,Kalista,Galio,2021-04-01,DRX,11.6,Varus,Hecarim,Zoe,Leona,Akali,Ezreal,Volibear,Orianna,Rakan,Gnar,Teddy,Cuzz,Faker,Keria,Canna,Win,Red,LCK 2021 Spring Playoffs,Domestic
Sylas,Zoe,Renekton,Rell,Sejuani,Senna,Seraphine,Thresh,Varus,Kalista,2021-04-01,DRX,11.6,Ezreal,Udyr,Twisted Fate,Galio,Irelia,Tristana,Hecarim,Orianna,Alistar,Gnar,Teddy,Cuzz,Faker,Keria,Canna,Win,Blue,LCK 2021 Spring Playoffs,Domestic
Udyr,Tristana,Hecarim,Lucian,Gragas,Senna,Thresh,Renekton,Tahm Kench,Braum,2021-04-01,DRX,11.6,Varus,Nidalee,Sylas,Rell,Sion,Xayah,Lillia,Seraphine,Rakan,Gnar,Teddy,Cuzz,Faker,Keria,Canna,Loss,Red,LCK 2021 Spring Playoffs,Domestic
Sylas,Tristana,Renekton,Galio,Rell,Senna,Seraphine,Thresh,Varus,Kalista,2021-04-01,DRX,11.6,Kai'Sa,Udyr,Viktor,Leona,Gnar,Ezreal,Hecarim,Zoe,Braum,Jayce,Teddy,Cuzz,Faker,Keria,Canna,Win,Blue,LCK 2021 Spring Playoffs,Domestic
Lucian,Renekton,Jinx,Rakan,Senna,Seraphine,Hecarim,Udyr,Kalista,Thresh,2021-03-28,Hanwha Life Esports,11.5,Kai'Sa,Lillia,Viktor,Gragas,Gnar,Tristana,Nidalee,Ryze,Rell,Sion,Teddy,Cuzz,Faker,Keria,Canna,Win,Blue,LCK 2021 Spring,Domestic
Lucian,Sion,Renekton,Thresh,Varus,Gnar,Udyr,Nidalee,Olaf,Graves,2021-03-28,Hanwha Life Esports,11.5,Senna,Volibear,Seraphine,Tahm Kench,Aatrox,Ezreal,Hecarim,Orianna,Yuumi,Gragas,Teddy,Cuzz,Faker,Keria,Canna,Win,Red,LCK 2021 Spring,Domestic
Renekton,Rell,Tristana,Kennen,Viktor,Thresh,Senna,Xayah,Galio,Ezreal,2021-03-21,Afreeca Freecs,11.5,Aphelios,Udyr,Seraphine,Tahm Kench,Gnar,Kai'Sa,Hecarim,Zilean,Alistar,Sylas,Teddy,Cuzz,Faker,Keria,Canna,Win,Blue,LCK 2021 Spring,Domestic
Seraphine,Udyr,Tristana,Jayce,Twisted Fate,Senna,Thresh,Renekton,Irelia,Gnar,2021-03-21,Afreeca Freecs,11.5,Kai'Sa,Nidalee,Zoe,Rell,Sett,Xayah,Hecarim,Viktor,Alistar,Sion,Teddy,Cuzz,Faker,Keria,Canna,Loss,Red,LCK 2021 Spring,Domestic
Renekton,Rell,Nidalee,Gnar,Orianna,Thresh,Senna,Seraphine,Galio,Leona,2021-03-21,Afreeca Freecs,11.5,Kai'Sa,Hecarim,Viktor,Maokai,Gragas,Tristana,Udyr,Twisted Fate,Alistar,Aatrox,Teddy,Cuzz,Faker,Keria,Canna,Win,Blue,LCK 2021 Spring,Domestic
Seraphine,Udyr,Rell,Viktor,Galio,Azir,Thresh,Senna,Rakan,Sion,2021-03-19,DRX,11.5,Xayah,Nidalee,Zoe,Leona,Renekton,Kai'Sa,Hecarim,Syndra,Alistar,Gnar,Teddy,Cuzz,Faker,Keria,Canna,Win,Red,LCK 2021 Spring,Domestic
Nidalee,Rell,Renekton,Orianna,Leona,Azir,Seraphine,Thresh,Senna,Ezreal,2021-03-19,DRX,11.5,Xayah,Udyr,Zoe,Nautilus,Gnar,Kai'Sa,Lillia,Viktor,Alistar,Jayce,Teddy,Cuzz,Faker,Keria,Canna,Win,Blue,LCK 2021 Spring,Domestic
Renekton,Kalista,Rell,Xayah,Tristana,Thresh,Lillia,Senna,Gragas,Kennen,2021-03-13,Gen.G,11.4,Kai'Sa,Hecarim,Seraphine,Leona,Gnar,Aphelios,Udyr,Azir,Galio,Camille,Teddy,Cuzz,Faker,Keria,Canna,Win,Blue,LCK 2021 Spring,Domestic
Renekton,Kalista,Rell,Kai'Sa,Xayah,Thresh,Twisted Fate,Lillia,Tahm Kench,Kennen,2021-03-13,Gen.G,11.4,Senna,Hecarim,Seraphine,Nautilus,Gragas,Ezreal,Udyr,Azir,Karma,Camille,Teddy,Cuzz,Faker,Keria,Canna,Win,Red,LCK 2021 Spring,Domestic
Tristana,Rell,Kai'Sa,Camille,Jayce,Kalista,Thresh,Irelia,Tahm Kench,Nautilus,2021-03-06,KT Rolster,11.4,Senna,Udyr,Zoe,Sett,Gnar,Jinx,Lillia,Azir,Leona,Gangplank,Teddy,Ellim,Clozer,Keria,Zeus,Win,Red,LCK 2021 Spring,Domestic
Gnar,Hecarim,Tristana,Jayce,Azir,Kalista,Renekton,Lucian,Irelia,Camille,2021-03-06,KT Rolster,11.4,Aphelios,Lillia,Zoe,Thresh,Aatrox,Jinx,Udyr,Sion,Rell,Vladimir,Teddy,Ellim,Clozer,Keria,Zeus,Win,Blue,LCK 2021 Spring,Domestic
Udyr,Rell,Tristana,Skarner,Hecarim,Irelia,Lucian,Lillia,Gnar,Olaf,2021-03-04,Fredit BRION,11.4,Kai'Sa,Graves,Seraphine,Pyke,Sion,Jinx,Taliyah,Azir,Thresh,Renekton,Gumayusi,Oner,Clozer,Keria,Zeus,Loss,Blue,LCK 2021 Spring,Domestic
Rell,Udyr,Seraphine,Azir,Alistar,Thresh,Irelia,Lucian,Kalista,Ezreal,2021-03-04,Fredit BRION,11.4,Kai'Sa,Nidalee,Syndra,Nautilus,Renekton,Tristana,Lillia,Orianna,Rakan,Gnar,Gumayusi,Oner,Clozer,Keria,Zeus,Loss,Red,LCK 2021 Spring,Domestic
Udyr,Senna,Kai'Sa,Azir,Sion,Thresh,Renekton,Lillia,Orianna,Gnar,2021-02-27,DWG KIA,11.3,Samira,Graves,Ryze,Rell,Camille,Xayah,Nidalee,Seraphine,Alistar,Gangplank,Teddy,Oner,Clozer,Keria,Zeus,Loss,Blue,LCK 2021 Spring,Domestic
Udyr,Rell,Kai'Sa,Azir,Gragas,Renekton,Thresh,Irelia,Kalista,Gnar,2021-02-27,DWG KIA,11.3,Senna,Lillia,Lucian,Nautilus,Camille,Ezreal,Kayn,Syndra,Seraphine,Sion,Teddy,Oner,Clozer,Keria,Zeus,Win,Red,LCK 2021 Spring,Domestic
Udyr,Rell,Kai'Sa,Azir,Nautilus,Thresh,Renekton,Seraphine,Kalista,Ezreal,2021-02-27,DWG KIA,11.3,Lucian,Lillia,Irelia,Yuumi,Camille,Senna,Kayn,Viktor,Maokai,Sion,Teddy,Oner,Clozer,Keria,Zeus,Loss,Blue,LCK 2021 Spring,Domestic
Azir,Kai'Sa,Rell,Sion,Viktor,Irelia,Syndra,Udyr,Samira,Ezreal,2021-02-25,Nongshim RedForce,11.3,Kalista,Lillia,Lucian,Neeko,Renekton,Aphelios,Nidalee,Orianna,Thresh,Aatrox,Teddy,Oner,Clozer,Keria,Zeus,Win,Blue,LCK 2021 Spring,Domestic
Rell,Kai'Sa,Udyr,Azir,Sion,Irelia,Gnar,Syndra,Kalista,Aphelios,2021-02-25,Nongshim RedForce,11.3,Ezreal,Lillia,Lucian,Galio,Renekton,Samira,Nidalee,Viktor,Alistar,Aatrox,Teddy,Oner,Clozer,Keria,Zeus,Win,Red,LCK 2021 Spring,Domestic
Rell,Gnar,Seraphine,Camille,Azir,Irelia,Aphelios,Renekton,Yone,Aatrox,2021-02-21,Liiv SANDBOX,11.3,Kai'Sa,Nidalee,Zoe,Alistar,Sion,Samira,Udyr,Orianna,Nautilus,Gragas,Teddy,Oner,Clozer,Keria,Zeus,Win,Blue,LCK 2021 Spring,Domestic
Rell,Seraphine,Gnar,Aatrox,Nautilus,Irelia,Renekton,Nidalee,Olaf,Ornn,2021-02-21,Liiv SANDBOX,11.3,Aphelios,Graves,Syndra,Thresh,Gragas,Kai'Sa,Udyr,Azir,Alistar,Camille,Teddy,Oner,Clozer,Keria,Zeus,Win,Red,LCK 2021 Spring,Domestic
Syndra,Gnar,Samira,Rakan,Volibear,Twisted Fate,Aphelios,Azir,Kennen,Sylas,2021-02-19,DRX,11.3,Kai'Sa,Olaf,Orianna,Rell,Renekton,Xayah,Udyr,Seraphine,Thresh,Jayce,Gumayusi,Ellim,Faker,Keria,Zeus,Loss,Red,LCK 2021 Spring,Domestic
Syndra,Gnar,Alistar,Zoe,Volibear,Twisted Fate,Aphelios,Seraphine,Tristana,Kalista,2021-02-19,DRX,11.3,Samira,Olaf,Azir,Rell,Renekton,Kai'Sa,Kindred,Viktor,Leona,Gragas,Gumayusi,Ellim,Faker,Keria,Zeus,Win,Blue,LCK 2021 Spring,Domestic
Syndra,Rell,Seraphine,Viktor,Lulu,Twisted Fate,Aphelios,Irelia,Kalista,Gragas,2021-02-19,DRX,11.3,Xayah,Olaf,Orianna,Rakan,Gnar,Kai'Sa,Kindred,Zoe,Alistar,Jayce,Gumayusi,Ellim,Faker,Keria,Zeus,Loss,Red,LCK 2021 Spring,Domestic
Taliyah,Olaf,Rell,Ornn,Rakan,Samira,Aphelios,Gnar,Jayce,Udyr,2021-02-06,Fredit BRION,11.2,Kai'Sa,Pantheon,Orianna,Nautilus,Renekton,Xayah,Seraphine,Graves,Alistar,Gragas,Gumayusi,Ellim,Faker,Keria,Zeus,Win,Red,LCK 2021 Spring,Domestic
Nidalee,Seraphine,Olaf,Ornn,Malphite,Samira,Azir,Gnar,Renekton,Camille,2021-02-06,Fredit BRION,11.2,Aphelios,Taliyah,Sett,Thresh,Jayce,Kai'Sa,Udyr,Syndra,Rell,Sion,Gumayusi,Ellim,Faker,Keria,Zeus,Win,Blue,LCK 2021 Spring,Domestic
Nidalee,Rell,Renekton,Viktor,Aatrox,Taliyah,Gnar,Azir,Samira,Kalista,2021-02-03,Nongshim RedForce,11.2,Vayne,Olaf,Orianna,Leona,Gragas,Kai'Sa,Udyr,Syndra,Seraphine,Ornn,Gumayusi,Ellim,Faker,Keria,Zeus,Win,Blue,LCK 2021 Spring,Domestic
Taliyah,Olaf,Orianna,Leona,Pantheon,Kalista,Gnar,Azir,Quinn,Rakan,2021-02-03,Nongshim RedForce,11.2,Xayah,Udyr,Twisted Fate,Thresh,Jayce,Kai'Sa,Nidalee,Sett,Rell,Renekton,Teddy,Ellim,Faker,Keria,Zeus,Loss,Red,LCK 2021 Spring,Domestic
Orianna,Samira,Olaf,Jayce,Zoe,Twisted Fate,Aphelios,Taliyah,Pantheon,Jarvan IV,2021-02-03,Nongshim RedForce,11.2,Kai'Sa,Lillia,Azir,Leona,Gnar,Xayah,Udyr,Viktor,Thresh,Renekton,Gumayusi,Ellim,Faker,Keria,Zeus,Win,Blue,LCK 2021 Spring,Domestic
Seraphine,Orianna,Gnar,Ornn,Renekton,Kalista,Taliyah,Udyr,Alistar,Camille,2021-01-31,Afreeca Freecs,11.2,Kai'Sa,Olaf,Zoe,Pantheon,Akali,Samira,Graves,Syndra,Nautilus,Gragas,Teddy,Cuzz,Clozer,Keria,Canna,Loss,Blue,LCK 2021 Spring,Domestic
Seraphine,Taliyah,Samira,Rakan,Ornn,Camille,Kalista,Udyr,Gnar,Galio,2021-01-31,Afreeca Freecs,11.2,Kai'Sa,Jarvan IV,Syndra,Pyke,Gragas,Xayah,Olaf,Orianna,Thresh,Renekton,Teddy,Cuzz,Clozer,Keria,Canna,Loss,Red,LCK 2021 Spring,Domestic
Taliyah,Olaf,Kai'Sa,Alistar,Leona,Samira,Xayah,Renekton,Camille,Gangplank,2021-01-28,Liiv SANDBOX,11.2,Kalista,Udyr,Orianna,Neeko,Irelia,Jhin,Pantheon,Viktor,Tahm Kench,Gnar,Teddy,Cuzz,Clozer,Keria,Canna,Win,Red,LCK 2021 Spring,Domestic
Alistar,Lillia,Olaf,Azir,Seraphine,Renekton,Irelia,Yone,Samira,Aphelios,2021-01-28,Liiv SANDBOX,11.2,Xayah,Taliyah,Orianna,Leona,Camille,Kai'Sa,Udyr,Viktor,Rakan,Gnar,Teddy,Cuzz,Clozer,Keria,Canna,Win,Blue,LCK 2021 Spring,Domestic
Taliyah,Kai'Sa,Rell,Alistar,Viktor,Aphelios,Olaf,Pantheon,Irelia,Lucian,2021-01-24,KT Rolster,11.1,Vayne,Lillia,Yone,Galio,Renekton,Samira,Nidalee,Twisted Fate,Leona,Gnar,Gumayusi,Ellim,Clozer,Keria,Canna,Loss,Red,LCK 2021 Spring,Domestic
Twisted Fate,Olaf,Quinn,Gnar,Alistar,Pantheon,Taliyah,Aphelios,Galio,Gragas,2021-01-24,KT Rolster,11.1,Kai'Sa,Udyr,Orianna,Rakan,Gangplank,Samira,Lillia,Yone,Rell,Renekton,Gumayusi,Ellim,Clozer,Keria,Canna,Loss,Blue,LCK 2021 Spring,Domestic
Taliyah,Pantheon,Kai'Sa,Gnar,Lucian,Aphelios,Olaf,Zoe,Nidalee,Gragas,2021-01-24,KT Rolster,11.1,Vayne,Jarvan IV,Syndra,Galio,Renekton,Samira,Lillia,Orianna,Alistar,Gangplank,Gumayusi,Ellim,Clozer,Keria,Canna,Win,Red,LCK 2021 Spring,Domestic
Renekton,Olaf,Ekko,Gragas,Sett,Twisted Fate,Taliyah,Samira,Kennen,Akali,2021-01-21,Gen.G,11.1,Aphelios,Pantheon,Zoe,Thresh,Jayce,Kalista,Nidalee,Syndra,Jarvan IV,Camille,Gumayusi,Ellim,Faker,Keria,Canna,Loss,Blue,LCK 2021 Spring,Domestic
Taliyah,Sett,Kai'Sa,Ekko,Zoe,Twisted Fate,Samira,Aphelios,Ornn,Thresh,2021-01-21,Gen.G,11.1,Jhin,Pantheon,Azir,Alistar,Gragas,Kalista,Olaf,Syndra,Jarvan IV,Renekton,Gumayusi,Ellim,Faker,Keria,Canna,Loss,Red,LCK 2021 Spring,Domestic
Renekton,Olaf,Ekko,Sett,Galio,Twisted Fate,Taliyah,Samira,Azir,Kennen,2021-01-21,Gen.G,11.1,Aphelios,Pantheon,Zoe,Thresh,Gragas,Kai'Sa,Nidalee,Syndra,Rell,Camille,Gumayusi,Ellim,Faker,Keria,Canna,Win,Blue,LCK 2021 Spring,Domestic
Akali,Taliyah,Syndra,Alistar,Maokai,Twisted Fate,Aphelios,Pantheon,Graves,Jayce,2021-01-15,DWG KIA,11.1,Samira,Lillia,Azir,Rell,Camille,Kai'Sa,Olaf,Zoe,Nautilus,Gnar,Gumayusi,Ellim,Faker,Keria,Canna,Loss,Red,LCK 2021 Spring,Domestic
Syndra,Pantheon,Akali,Gragas,Ornn,Aphelios,Twisted Fate,Taliyah,Rell,Camille,2021-01-15,DWG KIA,11.1,Samira,Olaf,Azir,Galio,Gnar,Kai'Sa,Graves,Zoe,Alistar,Gangplank,Gumayusi,Ellim,Faker,Keria,Canna,Loss,Blue,LCK 2021 Spring,Domestic
Akali,Taliyah,Syndra,Rell,Ornn,Twisted Fate,Olaf,Pantheon,Graves,Jayce,2021-01-15,DWG KIA,11.1,Aphelios,Lillia,Azir,Thresh,Renekton,Samira,Nidalee,Yone,Alistar,Volibear,Gumayusi,Ellim,Faker,Keria,Canna,Win,Red,LCK 2021 Spring,Domestic
Lucian,Akali,Olaf,Azir,Orianna,Pantheon,Aphelios,Yone,Alistar,Syndra,2021-01-13,Hanwha Life Esports,11.1,Samira,Taliyah,Irelia,Maokai,Renekton,Kai'Sa,Graves,Viktor,Rell,Ornn,Gumayusi,Ellim,Clozer,Keria,Canna,Win,Blue,LCK 2021 Spring,Domestic
Taliyah,Renekton,Pantheon,Twisted Fate,Gragas,Lucian,Akali,Aphelios,Maokai,Gnar,2021-01-13,Hanwha Life Esports,11.1,Jhin,Graves,Zoe,Alistar,Camille,Kai'Sa,Olaf,Orianna,Rell,Sett,Gumayusi,Ellim,Clozer,Keria,Canna,Loss,Red,LCK 2021 Spring,Domestic
Lucian,Azir,Akali,Renekton,Orianna,Pantheon,Taliyah,Nidalee,Syndra,Twisted Fate,2021-01-13,Hanwha Life Esports,11.1,Aphelios,Olaf,Galio,Thresh,Camille,Kai'Sa,Graves,Zoe,Sett,Gnar,Gumayusi,Ellim,Clozer,Keria,Canna,Win,Blue,LCK 2021 Spring,Domestic
Samira,Lucian,Akali,Taliyah,Lillia,Pantheon,Renekton,Sylas,Aatrox,Kennen,2020-12-24,KT Rolster,10.25,Kai'Sa,Olaf,Syndra,Gragas,Vladimir,Ezreal,Nidalee,Yone,Alistar,Ornn,Berserker,Mowgli,Mireu,Asper,Roach,Loss,Blue,KeSPA Cup 2020,Domestic
Lucian,Graves,Zoe,Alistar,Sett,Pantheon,Akali,Olaf,Camille,Nidalee,2020-12-22,Gen.G,10.25,Miss Fortune,Hecarim,Galio,Leona,Ornn,Samira,Taliyah,Aatrox,Maokai,Renekton,Berserker,Mowgli,Mireu,Asper,Roach,Loss,Blue,KeSPA Cup 2020,Domestic
Zoe,Lucian,Leona,Sylas,Nautilus,Pantheon,Gragas,Akali,Azir,Malphite,2020-12-22,Hanwha Life Esports,10.25,Kai'Sa,Graves,Anivia,Alistar,Kennen,Miss Fortune,Olaf,Orianna,Shen,Camille,Berserker,Mowgli,Mireu,Asper,Roach,Loss,Blue,KeSPA Cup 2020,Domestic
Ashe,Kalista,Azir,Senna,Kai'Sa,Lucian,Caitlyn,Twisted Fate,Pantheon,Karma,2020-09-09,Gen.G,10.16,Ezreal,Lillia,Orianna,Alistar,Renekton,Aphelios,Nidalee,Ekko,Sett,Volibear,Gumayusi,Ellim,Faker,Effort,Canna,Loss,Red,LCK 2020 Regional Finals,Domestic
Kalista,Azir,Volibear,Orianna,Akali,Lucian,Caitlyn,Twisted Fate,Lillia,Zoe,2020-09-09,Gen.G,10.16,Ashe,Elise,Sylas,Pantheon,Jayce,Ezreal,Nidalee,Sett,Braum,Renekton,Gumayusi,Ellim,Faker,Effort,Canna,Loss,Blue,LCK 2020 Regional Finals,Domestic
Kalista,Ashe,Ezreal,Miss Fortune,Xayah,Lucian,Caitlyn,Twisted Fate,Nidalee,Lillia,2020-09-09,Gen.G,10.16,Aphelios,Kindred,Ekko,Nautilus,Renekton,Senna,Graves,Azir,Sett,Volibear,Gumayusi,Ellim,Faker,Effort,Canna,Loss,Red,LCK 2020 Regional Finals,Domestic
Lucian,Lillia,Sett,Graves,Renekton,Azir,Twisted Fate,Akali,Leona,Pantheon,2020-09-08,Afreeca Freecs,10.16,Jhin,Volibear,Sylas,Bard,Mordekaiser,Caitlyn,Karthus,Ornn,Nautilus,Wukong,Gumayusi,Ellim,Faker,Effort,Canna,Win,Red,LCK 2020 Regional Finals,Domestic
Kalista,Nautilus,Lucian,Quinn,Jayce,Azir,Twisted Fate,Caitlyn,Kai'Sa,Draven,2020-09-08,Afreeca Freecs,10.16,Jhin,Lillia,Zoe,Bard,Renekton,Ezreal,Hecarim,Orianna,Yuumi,Shen,Gumayusi,Ellim,Faker,Effort,Canna,Win,Blue,LCK 2020 Regional Finals,Domestic
Lillia,Caitlyn,Nautilus,Nidalee,Alistar,Azir,Twisted Fate,Akali,Thresh,Ekko,2020-09-08,Afreeca Freecs,10.16,Draven,Volibear,Zoe,Pantheon,Renekton,Kalista,Sett,Syndra,Taric,Lucian,Gumayusi,Ellim,Faker,Effort,Canna,Loss,Red,LCK 2020 Regional Finals,Domestic
